,id,sentence,subject_entity,object_entity,label,annotator,pair,label_,label_num
138,대한민국3_15,"또 2017년 더불어민주당원 댓글 조작 사건과 2018년 여권 인사의 미투 운동 연루, 2019년 조국 법무부장관 임명 논란 등 정부와 여당의 도덕성 논란이 부정적 평가에 일조함과 동시에, 2018년 남북 단일팀 추진과 대북 석탄 밀수 사건, 2020년 남북공동연락사무소 폭파로 인한 남북관계 경색 등에 있어서도 반발 여론이 끊이지 않았다.","{'word': '조국 법무부장관 임명 논란', 'start_idx': 55, 'end_idx': 68, 'entity_type': 'EVT'}","{'word': '2019년', 'start_idx': 49, 'end_idx': 53, 'entity_type': 'DAT'}",event/artifact:date,김별희,"('조국 법무부장관 임명 논란', '2019년')",event/artifact:date,9
139,윤석열_69,2020년 12월 25일 낮12시 경 윤석열 검찰총장이 추미애 법무부 장관을 상대로 제기한 정직 2개월 징계에 대한 집행정지 신청이 전날(2020년 12월 24일 오후10시 경) 인용됨에 따라서 윤석열 검찰총장은 다시 대검찰청으로 출근하였다.,"{'word': '윤석열', 'start_idx': 21, 'end_idx': 23, 'entity_type': 'PER'}","{'word': '2020년 12월 25일', 'start_idx': 0, 'end_idx': 12, 'entity_type': 'DAT'}",no_relation,정준녕,"('윤석열', '2020년 12월 25일')",no_relation,1
140,문재인_52,문재인은 특수 훈련에서의 우수한 평가 결과로 인해 특전사 복무 중 당시 특전사령관 정병주와 공수여단장 전두환으로부터 두 차례의 최우수 특전사 표창을 수상하기도 했다.,"{'word': '문재인', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '특전사', 'start_idx': 28, 'end_idx': 30, 'entity_type': 'POH'}",per:title,이원재,"('문재인', '특전사')",per:title,5
141,박근혜1_25,한편 2017년 11월 3일 자유한국당은 박근혜 전 대통령을 제명했으며 역대 대통령 중 최초로 강제출당된 대통령이 되었다.,"{'word': '박근혜', 'start_idx': 23, 'end_idx': 25, 'entity_type': 'PER'}","{'word': '전 대통령', 'start_idx': 27, 'end_idx': 31, 'entity_type': 'POH'}",per:title,이정아,"('박근혜', '전 대통령')",per:title,5
142,윤석열_70,2020년 12월 25일 낮12시 경 윤석열 검찰총장이 추미애 법무부 장관을 상대로 제기한 정직 2개월 징계에 대한 집행정지 신청이 전날(2020년 12월 24일 오후10시 경) 인용됨에 따라서 윤석열 검찰총장은 다시 대검찰청으로 출근하였다.,"{'word': '추미애', 'start_idx': 31, 'end_idx': 33, 'entity_type': 'PER'}","{'word': '2020년 12월 25일', 'start_idx': 0, 'end_idx': 12, 'entity_type': 'DAT'}",no_relation,정준녕,"('추미애', '2020년 12월 25일')",no_relation,1
143,대한민국4_1,"1998년 5월 17일에는 성소수자 인권 운동가 오세인이 1997년 자신이 게이임을 가족에게 밝혔다가 추방당한 후, 활동하던 단체 사무실에서 자살하였고, 2003년 4월 26일에는 동성애자를 악마, 사탄 등으로 비판하는 개신교계의 공격과 동성애를 청소년 유해 단어, 음란물로 지정하려는 움직임 등 성소수자 혐오에 저항하는 활동을 하는 시인 겸 작가 육우당이 끝내 자살하게 되는 사건이 있었다.","{'word': '오세인', 'start_idx': 27, 'end_idx': 29, 'entity_type': 'PER'}","{'word': '성소수자 인권 운동가', 'start_idx': 15, 'end_idx': 25, 'entity_type': 'POH'}",per:title,정준녕,"('오세인', '성소수자 인권 운동가')",per:title,5
144,이승만3_275,"이승만은 이범석이 국무총리 인준을 받자마자 ""국무총리의 정견이라는 것은 대통령을 보필하여 대통령의 정견을 충실히 실천에 옮기는 것""이라고 국무총리의 역할을 규정하였다.","{'word': '이승만', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '대통령', 'start_idx': 40, 'end_idx': 42, 'entity_type': 'POH'}",no_relation,정준녕,"('이승만', '대통령')",per:title,5
145,문재인_217,"6월까지 문재인 대통령과 더불어민주당의 지지율은 각각 70%대, 50%대를 유지했으며, 제7회 전국동시지방선거에서 여당인 더불어민주당이 압승을 거두면서 문 대통령의 국정운영에 힘이 실리게 되었다.","{'word': '문재인 대통령', 'start_idx': 5, 'end_idx': 11, 'entity_type': 'PER'}","{'word': '더불어민주당', 'start_idx': 14, 'end_idx': 19, 'entity_type': 'ORG'}",no_relation,이원재,"('문재인 대통령', '더불어민주당')",per:employee_of,3
146,대한민국4_14,"2000년 이후 자신이 게이임을 커밍아웃한 홍석천을 시작으로 트랜스젠더인 하리수, 이시연 등의 공개적 활동 등으로 성소수자들에 대한 맹목적 거부감이 사회적으로 서서히 사라지기 시작하였다.","{'word': '홍석천', 'start_idx': 24, 'end_idx': 26, 'entity_type': 'PER'}","{'word': '하리수', 'start_idx': 41, 'end_idx': 43, 'entity_type': 'PER'}",no_relation,정준녕,"('홍석천', '하리수')",per:colleagues,4
147,문재인_12,"그러나 서울에서 계속 재수 생활을 이어갈 만큼의 형편이 못되었기 때문에, 이후 경희대학교 설립자이자 당시 경희대 총장이었던 조영식이 문재인에게 '4년 전액 장학금'을 약속하며 경희대 입학을 권유하였고, 문재인은 그 권유를 받아들여 1972년 경희대학교 법대에 수석으로 입학하였다고 알려졌으나, 이런 일화의 사실관계가 검증되지 않았다는 의혹도 존재한다.","{'word': '문재인', 'start_idx': 113, 'end_idx': 115, 'entity_type': 'PER'}","{'word': '경희대학교 법대', 'start_idx': 135, 'end_idx': 142, 'entity_type': 'ORG'}",per:employee_of,이원재,"('문재인', '경희대학교 법대')",per:employee_of,3
148,박근혜1_39,"서울대학교 법학전문대학원 조국 교수는 ""박근혜 전 대표는 불편한 질문과 비판을 참지 못한다.","{'word': '박근혜', 'start_idx': 22, 'end_idx': 24, 'entity_type': 'PER'}","{'word': '전 대표', 'start_idx': 26, 'end_idx': 29, 'entity_type': 'POH'}",per:title,이정아,"('박근혜', '전 대표')",per:title,5
149,이승만3_224,"이렇게 우익진영은 미소공위 참가여부 문제로 임정수립대책협의회 가입단체, 이승만·김구 계열, 유림 계열의 3파로 분립하였다.","{'word': '이승만', 'start_idx': 40, 'end_idx': 42, 'entity_type': 'PER'}","{'word': '김구', 'start_idx': 44, 'end_idx': 45, 'entity_type': 'PER'}",no_relation,정준녕,"('이승만', '김구')",per:colleagues,4
150,이승만3_214,또한 '이제 김구와 김규식은 임정법통론과 좌우합작론을 단념하고 나와 같이 보조를 취할 것'이라고 요구하였다.,"{'word': '김구', 'start_idx': 7, 'end_idx': 8, 'entity_type': 'PER'}","{'word': '김규식', 'start_idx': 11, 'end_idx': 13, 'entity_type': 'PER'}",no_relation,정준녕,"('김구', '김규식')",per:colleagues,4
151,이승만3_223,"이때 미소공위 참가를 주장한 단체와 대표는 한국민주당 장덕수, 大韓勞總 전진한, 靑年總同盟 유진산, 全靑 이성수(李成株), 全女總盟 황애덕(黃愛德), 獨促婦人會 박승호(朴承浩), 天道敎輔國黨 이진해(李鎭海), 己未獨立 류홍, 儒道會 이재억(李載億), 黃海會 함석훈(咸錫勳)이었다.","{'word': '장덕수', 'start_idx': 30, 'end_idx': 32, 'entity_type': 'PER'}","{'word': '함석훈', 'start_idx': 144, 'end_idx': 146, 'entity_type': 'PER'}",no_relation,정준녕,"('장덕수', '함석훈')",per:colleagues,4
152,한반도_44,"기원전 2세기에 이르러서는 만주에 위치했던 부여와 더불어 옥저, 동예, 삼한이 출현하게 되었는데 이 시기를 원삼국 시대라고 한다.","{'word': '부여', 'start_idx': 24, 'end_idx': 25, 'entity_type': 'ORG'}","{'word': '옥저', 'start_idx': 32, 'end_idx': 33, 'entity_type': 'ORG'}",no_relation,김별희,"('부여', '옥저')",no_relation,1
153,박근혜1_5,"이후 박근혜와 최태민은 함께 1989년 육영수를 추모하는 단체인 근화봉사단을 조직하였고, 박정희와 육영수를 추모하는 월간 신문인 근화보도 발행하였다.","{'word': '박근혜', 'start_idx': 3, 'end_idx': 5, 'entity_type': 'PER'}","{'word': '근화봉사단', 'start_idx': 36, 'end_idx': 40, 'entity_type': 'ORG'}",per:employee_of,이정아,"('박근혜', '근화봉사단')",org:founded_by,2
154,한반도_20,"남해안은 부산 송도에서 전남 해남에 이르는 해안으로, 해안선이 극도로 복잡한 전형적인 리아스식 해안을 이룬다.","{'word': '부산', 'start_idx': 5, 'end_idx': 6, 'entity_type': 'LOC'}","{'word': '송도', 'start_idx': 8, 'end_idx': 9, 'entity_type': 'LOC'}",loc:subordinate,김별희,"('부산', '송도')",loc:subordinate,8
155,대한민국3_16,"또 2017년 더불어민주당원 댓글 조작 사건과 2018년 여권 인사의 미투 운동 연루, 2019년 조국 법무부장관 임명 논란 등 정부와 여당의 도덕성 논란이 부정적 평가에 일조함과 동시에, 2018년 남북 단일팀 추진과 대북 석탄 밀수 사건, 2020년 남북공동연락사무소 폭파로 인한 남북관계 경색 등에 있어서도 반발 여론이 끊이지 않았다.","{'word': '대북 석탄 밀수 사건', 'start_idx': 123, 'end_idx': 133, 'entity_type': 'EVT'}","{'word': '2018년', 'start_idx': 106, 'end_idx': 110, 'entity_type': 'DAT'}",event/artifact:date,김별희,"('대북 석탄 밀수 사건', '2018년')",event/artifact:date,9
156,윤석열_75,"2017년 3월 10일 박근혜가 파면되고 제19대 대선에서 문재인 대통령이 당선된 후 문재인 정부에서 제59대 서울중앙지방검찰청 검사장을 지냈으며, 2019년 7월 제43대 검찰총장으로 임명되었다.","{'word': '제19대 대선', 'start_idx': 23, 'end_idx': 29, 'entity_type': 'EVT'}","{'word': '2017년 3월 10일', 'start_idx': 0, 'end_idx': 11, 'entity_type': 'DAT'}",no_relation,정준녕,"('제19대 대선', '2017년 3월 10일')",event/artifact:date,9
157,박근혜1_12,"서울대학교 법학전문대학원 조국 교수는 ""박근혜 전 대표는 불편한 질문과 비판을 참지 못한다.","{'word': '조국', 'start_idx': 14, 'end_idx': 15, 'entity_type': 'PER'}","{'word': '서울대학교 법학전문대학원', 'start_idx': 0, 'end_idx': 12, 'entity_type': 'ORG'}",per:employee_of,이정아,"('조국', '서울대학교 법학전문대학원')",per:employee_of,3
158,윤석열_7,"한편 이준석 국민의힘 당대표가 윤석열에 대하여 '지지율이 위험하다, 마치 19대 대선 당시 간만 보던 안철수와 비슷하게 갈팡질팡하고 있다'고 평하자 국민의힘 당 내 친윤 세력으로 분류되는 정진석, 권성동, 장제원 등은 이준석을 공격하고, 이에 홍준표가 다시 이준석을 보호하는 모양새를 띠면서 국민의힘 내 중진 의원들 간 대립했다.","{'word': '장제원', 'start_idx': 115, 'end_idx': 117, 'entity_type': 'PER'}","{'word': '권성동', 'start_idx': 110, 'end_idx': 112, 'entity_type': 'PER'}",per:colleagues,정준녕,"('장제원', '권성동')",per:colleagues,4
159,문재인_24,2014년 3월 새로 창당된 새정치민주연합이 지방선거를 앞두고 문재인과 손학규를 공동 선대위원장으로 임명되었다.,"{'word': '손학규', 'start_idx': 40, 'end_idx': 42, 'entity_type': 'PER'}","{'word': '새정치민주연합', 'start_idx': 16, 'end_idx': 22, 'entity_type': 'ORG'}",per:employee_of,이원재,"('손학규', '새정치민주연합')",per:employee_of,3
160,박근혜1_48,이후 1997년 12월 10일 제15대 대통령 선거 이회창 지지를 선언하며 한나라당에 입당하였다.,"{'word': '제15대 대통령 선거', 'start_idx': 17, 'end_idx': 27, 'entity_type': 'EVT'}","{'word': '1997년 12월 10일', 'start_idx': 3, 'end_idx': 15, 'entity_type': 'DAT'}",event/artifact:date,이정아,"('제15대 대통령 선거', '1997년 12월 10일')",event/artifact:date,9
161,박근혜2_13,법학교수 출신인 새누리당의 이상돈 전 비상대책위원장도 박근혜의 발언이 잘못이라고 지적했다.,"{'word': '이상돈', 'start_idx': 15, 'end_idx': 17, 'entity_type': 'PER'}","{'word': '비상대책위원장', 'start_idx': 21, 'end_idx': 27, 'entity_type': 'POH'}",per:title,김별희,"('이상돈', '비상대책위원장')",per:title,5
162,이승만3_20,1947년 12월 12일 수도경찰청 장택상은 '국민의회측의 간부 몇 사람이 장덕수 피살 사건에 관계된 사실이 있다'며 국민의회와 민대 합동회의에 대한 집회금지조치를 내렸다.,"{'word': '장택상', 'start_idx': 20, 'end_idx': 22, 'entity_type': 'PER'}","{'word': '수도경찰청', 'start_idx': 14, 'end_idx': 18, 'entity_type': 'ORG'}",per:employee_of,정준녕,"('장택상', '수도경찰청')",per:employee_of,3
163,박정희_6,"1945년 8월 15일 광복이 되자 소속 부대가 없어진 박정희는 9월 21일 동료들과 함께 베이징 쪽으로 건너가, 장교 경험자를 찾고 있던 한국광복군에 편입되어, 북경의 김학규가 지휘하는 한국광복군 제3지대 제1대대 제2중대장에 임명되어 광복군 장교로 활동하다가 1946년 5월 8일 미군 수송선을 타고 부산항으로 귀국하였다.","{'word': '박정희', 'start_idx': 31, 'end_idx': 33, 'entity_type': 'PER'}","{'word': '한국광복군', 'start_idx': 78, 'end_idx': 82, 'entity_type': 'ORG'}",per:employee_of,이정아,"('박정희', '한국광복군')",per:employee_of,3
164,이승만3_46,"이승만이 임정법통론을 일시보류한데다가 4월 29일 임시정부 주석 취임까지 거부하자 급기야 5월 2일 경교장에서 이승만, 김구, 조소앙, 조완구, 이청천, 김창숙 등 국민의회 국무위원들과 독촉국민회 지방대표 여러 명이 모여 회담을 하였는데, 이승만의 '임정봉대가 필요할 시기가 올 때까지 보류하자'는 의견과 임시정부 일부요인의 '임정봉대가 필요하다'는 이견을 좁히지 못하였다.","{'word': '조완구', 'start_idx': 76, 'end_idx': 78, 'entity_type': 'PER'}","{'word': '김구', 'start_idx': 67, 'end_idx': 68, 'entity_type': 'PER'}",per:colleagues,정준녕,"('조완구', '김구')",per:colleagues,4
165,이승만3_194,"조선국민학교생도를 선두로 기행렬에 옮기어 행렬은 오후 2시 20분경 안국정 네거리에 이르러 조선생명보험회사 2층에서 축하를 받는 김구를 중심으로 좌우에 이승만, 이시영, 김규식, 류동렬 등 앞에서 ""대한임시정부 만세, 김구 만세, 이승만 만세""를 부르고 경성역 앞에 이르러 해산하였다.","{'word': '김구', 'start_idx': 72, 'end_idx': 73, 'entity_type': 'PER'}","{'word': '이시영', 'start_idx': 90, 'end_idx': 92, 'entity_type': 'PER'}",no_relation,정준녕,"('김구', '이시영')",per:colleagues,4
166,이승만3_323,"1947년 11월 24일 김구는 남한 단독 총선거는 ""국토를 양분하는 비극""이라고 발표했다가, 11월 30일 오전 10시 김구는 이승만을 방문한 뒤 1시간 정도 요담한 결과 ""독립정부수립 견해에 완전 의견일치를 보았다""고 하였다.","{'word': '김구', 'start_idx': 14, 'end_idx': 15, 'entity_type': 'PER'}","{'word': '1947년 11월 24일', 'start_idx': 0, 'end_idx': 12, 'entity_type': 'DAT'}",no_relation,정준녕,"('김구', '1947년 11월 24일')",no_relation,1
167,이승만3_142,12월 20일 유엔 한국 임시위원단을 맞이할 한국민족대표단에서 이승만과 김구가 공동고문으로 추대되었다.,"{'word': '이승만', 'start_idx': 35, 'end_idx': 37, 'entity_type': 'PER'}","{'word': '12월 20일', 'start_idx': 0, 'end_idx': 6, 'entity_type': 'DAT'}",per:inauguration/removal_date,정준녕,"('이승만', '12월 20일')",no_relation,1
168,대한민국1_2,"이후 여기에 민국(民國)을 더한 대한민국(大韓民國)이라는 국호는 이승만, 김구 등 대한민국 임시정부의 강력한 의지에 따라 결정되었다.","{'word': '김구', 'start_idx': 41, 'end_idx': 42, 'entity_type': 'PER'}","{'word': '대한민국 임시정부', 'start_idx': 46, 'end_idx': 54, 'entity_type': 'ORG'}",per:employee_of,이원재,"('김구', '대한민국 임시정부')",per:employee_of,3
169,대한민국5_5,"대표적인 K-POP 가수로는 보아, 동방신기, 슈퍼주니어, 소녀시대, 샤이니, 비스트, 티아라, 인피니트, 방탄소년단, 핑클 등이 있다.","{'word': '보아', 'start_idx': 16, 'end_idx': 17, 'entity_type': 'PER'}","{'word': '가수', 'start_idx': 11, 'end_idx': 12, 'entity_type': 'POH'}",per:title,임성근,"('보아', '가수')",per:title,5
170,이승만3_140,"그리고 3월 3일 국민의회는 이승만을 임시정부 주석, 김구를 부주석으로 추대하였다.","{'word': '이승만', 'start_idx': 16, 'end_idx': 18, 'entity_type': 'PER'}","{'word': '3월 3일', 'start_idx': 4, 'end_idx': 8, 'entity_type': 'DAT'}",per:inauguration/removal_date,정준녕,"('이승만', '3월 3일')",no_relation,1
171,이승만3_88,"1월 26일에는 이승만이 최고 고문에, 조성환이 부위원장에 추가로 추대되었다.","{'word': '이승만', 'start_idx': 9, 'end_idx': 11, 'entity_type': 'PER'}","{'word': '최고 고문', 'start_idx': 14, 'end_idx': 18, 'entity_type': 'POH'}",per:title,정준녕,"('이승만', '최고 고문')",per:title,5
172,문재인_26,"자유한국당 홍준표 후보, 국민의당 안철수 후보, 바른정당 유승민 후보, 정의당 심상정 후보와 함께 4월 23일, 4월 28일, 5월 2일 세 차례에 걸쳐 진행된 토론에 참석했다.","{'word': '홍준표', 'start_idx': 6, 'end_idx': 8, 'entity_type': 'PER'}","{'word': '자유한국당', 'start_idx': 0, 'end_idx': 4, 'entity_type': 'ORG'}",per:employee_of,이원재,"('홍준표', '자유한국당')",per:employee_of,3
173,문재인_178,2016년 11월 박근혜 대통령 탄핵 국면 시기 상임고문으로 활동했다.,"{'word': '박근혜 대통령 탄핵', 'start_idx': 10, 'end_idx': 19, 'entity_type': 'EVT'}","{'word': '2016년 11월', 'start_idx': 0, 'end_idx': 8, 'entity_type': 'DAT'}",event/artifact:date,이원재,"('박근혜 대통령 탄핵', '2016년 11월')",event/artifact:date,9
174,박정희_31,"단장은 중국인 당제영이었으며, 그의 계급은 상교, 우리로 치면 대령이었다.","{'word': '당제영', 'start_idx': 8, 'end_idx': 10, 'entity_type': 'PER'}","{'word': '대령', 'start_idx': 35, 'end_idx': 36, 'entity_type': 'POH'}",per:title,이정아,"('당제영', '대령')",per:title,5
175,문재인_51,"문재인은 경희대학교 법대 시절 총학생회 총무부장으로서 예비 검속에 걸린 총학생회장을 대신해 집회를 주도하다가 1975년 4월 11일 집회 때 구속되어 서대문구치소에 수감되었고, 그 해 6월 집회 및 시위에 관한 법률 위반으로 징역 8월에 집행유예 1년을 선고받고 대학에서도 제적당했다.","{'word': '문재인', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '총학생회 총무부장', 'start_idx': 17, 'end_idx': 25, 'entity_type': 'POH'}",per:title,이원재,"('문재인', '총학생회 총무부장')",per:title,5
176,이승만3_51,"이승만이 임정법통론을 일시보류한데다가 4월 29일 임시정부 주석 취임까지 거부하자 급기야 5월 2일 경교장에서 이승만, 김구, 조소앙, 조완구, 이청천, 김창숙 등 국민의회 국무위원들과 독촉국민회 지방대표 여러 명이 모여 회담을 하였는데, 이승만의 '임정봉대가 필요할 시기가 올 때까지 보류하자'는 의견과 임시정부 일부요인의 '임정봉대가 필요하다'는 이견을 좁히지 못하였다.","{'word': '이청천', 'start_idx': 81, 'end_idx': 83, 'entity_type': 'PER'}","{'word': '조소앙', 'start_idx': 71, 'end_idx': 73, 'entity_type': 'PER'}",per:colleagues,정준녕,"('이청천', '조소앙')",per:colleagues,4
177,이승만3_333,2월 9일 김구와 김규식은 유엔 한국 임시위원단의 크리슈나 메논에게 남북한 동시 총선거 성립을 위한 남북협상을 재차 제안하였다.,"{'word': '김구', 'start_idx': 6, 'end_idx': 7, 'entity_type': 'PER'}","{'word': '2월 9일', 'start_idx': 0, 'end_idx': 4, 'entity_type': 'DAT'}",no_relation,정준녕,"('김구', '2월 9일')",no_relation,1
178,이승만3_197,"이승만, 김구, 김규식도 반탁을 결의하였다.","{'word': '이승만', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '김구', 'start_idx': 5, 'end_idx': 6, 'entity_type': 'PER'}",no_relation,정준녕,"('이승만', '김구')",per:colleagues,4
179,정부_6,"둘째 정부는 국가의 정치 기구 중 입법부·사법부를 제외한 집행부, 즉 행정부만을 의미하고 영어의 “Executive”가 이에 해당한다.","{'word': '정부', 'start_idx': 3, 'end_idx': 4, 'entity_type': 'ORG'}","{'word': '입법부', 'start_idx': 19, 'end_idx': 21, 'entity_type': 'ORG'}",no_relation,정준녕,"('정부', '입법부')",no_relation,1
180,대한민국1_29,"산맥으로 가로막힌 지방은 고개를 넘어 왕래했는데 영서 지방과 영동 지방을 연결하는 태백산맥의 대관령·한계령·진부령·미시령, 중서부와 영남 지방을 연결하는 소백산맥의 죽령·이화령·추풍령·육십령 등이 산맥을 넘는 주요한 교통로로 사용된다.","{'word': '소백산맥', 'start_idx': 86, 'end_idx': 89, 'entity_type': 'LOC'}","{'word': '추풍령', 'start_idx': 99, 'end_idx': 101, 'entity_type': 'LOC'}",loc:subordinate,이원재,"('소백산맥', '추풍령')",loc:subordinate,8
181,이승만3_136,"초대 내각을 구성한 장관으로는 외무 장택상, 내무 윤치영, 재무 김도연, 법무 이인, 국방 이범석(겸임), 문교 안호상, 농림 조봉암, 상공 임영신, 사회 전진한, 교통 민희식, 체신 윤석구, 무임소국무위원 이청천(지청천)·이윤영 등이 임명되었다.","{'word': '이청천', 'start_idx': 116, 'end_idx': 118, 'entity_type': 'PER'}","{'word': '무임소국무위원', 'start_idx': 108, 'end_idx': 114, 'entity_type': 'POH'}",per:title,정준녕,"('이청천', '무임소국무위원')",per:title,5
182,이승만3_90,"그리고 3월 3일 국민의회는 이승만을 임시정부 주석, 김구를 부주석으로 추대하였다.","{'word': '이승만', 'start_idx': 16, 'end_idx': 18, 'entity_type': 'PER'}","{'word': '임시정부 주석', 'start_idx': 21, 'end_idx': 27, 'entity_type': 'POH'}",per:title,정준녕,"('이승만', '임시정부 주석')",per:title,5
183,이승만3_300,이승만과 김구는 2일차인 6월 11일에 참석하였다.,"{'word': '이승만', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '6월 11일', 'start_idx': 14, 'end_idx': 19, 'entity_type': 'DAT'}",no_relation,정준녕,"('이승만', '6월 11일')",no_relation,1
184,이승만3_284,"1945년 12월 1일 조소앙, 홍진 등 임시정부 환국 제2진이 전라도 군산비행장에 도착 후 서울에 도착하였다.","{'word': '조소앙', 'start_idx': 13, 'end_idx': 15, 'entity_type': 'PER'}","{'word': '1945년 12월 1일', 'start_idx': 0, 'end_idx': 11, 'entity_type': 'DAT'}",no_relation,정준녕,"('조소앙', '1945년 12월 1일')",no_relation,1
185,문재인_158,"발표된 공공택지 17곳은 옛 성동구치소 자리와 대포동 재건마을, 비공개 9개 부지 등 서울 11곳, 광명 하안2 · 의왕 청계2 · 성남 신촌 · 시흥 하중 · 의정부 우정 등 경기 5곳, 검암 역세권 등 인천 1곳이다.","{'word': '시흥', 'start_idx': 82, 'end_idx': 83, 'entity_type': 'LOC'}","{'word': '하중', 'start_idx': 85, 'end_idx': 86, 'entity_type': 'LOC'}",loc:subordinate,이원재,"('시흥', '하중')",loc:subordinate,8
186,문재인_64,진보정의당의 심상정 대선 후보도 후보 등록을 앞두고 문재인 지지를 선언하며 대선 후보직을 사퇴하였다.,"{'word': '심상정', 'start_idx': 7, 'end_idx': 9, 'entity_type': 'PER'}","{'word': '대선 후보', 'start_idx': 42, 'end_idx': 46, 'entity_type': 'POH'}",per:title,이원재,"('심상정', '대선 후보')",per:title,5
187,이승만3_104,"12월 1일에는 김구는 소련의 방해가 제거되기까지 북한의 의석을 남겨놓고 선거를 하는 조건이라면, ""이승만 박사가 주장하는 정부는 결국에 내가 주장하는 정부와 같은 것""이라고 말했다.","{'word': '이승만', 'start_idx': 56, 'end_idx': 58, 'entity_type': 'PER'}","{'word': '박사', 'start_idx': 60, 'end_idx': 61, 'entity_type': 'POH'}",per:title,정준녕,"('이승만', '박사')",per:title,5
188,대한민국4_13,"대한민국에서는 2000년 홍석천, 하리수, 이시연 등의 등장 이전에는 성소수자라는 사실을 밝히기만 해도 주변에서 따돌림, 학교 폭력에 노출되거나 취업 등에 불이익 등을 받아왔다.","{'word': '홍석천', 'start_idx': 14, 'end_idx': 16, 'entity_type': 'PER'}","{'word': '이시연', 'start_idx': 24, 'end_idx': 26, 'entity_type': 'PER'}",no_relation,정준녕,"('홍석천', '이시연')",per:colleagues,4
189,문재인_151,"그후 2011년 8월 신동아 여론 조사에서 '당신이 원하는 국회의원' 부문에서 지지율 1위를 차지했고, 2012년 4월 11일 대한민국 제19대 총선에서 부산 사상구에 출마하여 국회의원에 당선되었다.","{'word': '부산', 'start_idx': 86, 'end_idx': 87, 'entity_type': 'LOC'}","{'word': '사상구', 'start_idx': 89, 'end_idx': 91, 'entity_type': 'LOC'}",loc:subordinate,이원재,"('부산', '사상구')",loc:subordinate,8
190,박근혜2_19,"그러나 박근혜를 칠푼이라 비하했던 김영삼 전 대통령은 이 상황을 빗대 ""박근혜, 대통령 되기엔 결격 사유 있다""며 혹평 하였으며, 박근혜가 언급한 것과 반대의 여론조사들이 나오기 시작했고 박근혜의 지지율은 다소 하락하면서 박근혜는 ""5·16은 정상적인 게 아니다""며 다소 입장을 바꾸는 듯한 모습을 보이기도 했다.","{'word': '김영삼', 'start_idx': 19, 'end_idx': 21, 'entity_type': 'PER'}","{'word': '전 대통령', 'start_idx': 23, 'end_idx': 27, 'entity_type': 'POH'}",per:title,김별희,"('김영삼', '전 대통령')",per:title,5
191,문재인_252,"서울·세종 전역과 부산·경기 일부 등 집값이 급등한 조정대상지역 2주택 이상 보유자에 대해 주택분 종합부동산세 최고세율을 참여정부 수준 이상인 최고 3.2%로 중과하고, 세 부담 상한도 150%에서 300%로 올린다.","{'word': '부산', 'start_idx': 10, 'end_idx': 11, 'entity_type': 'LOC'}","{'word': '경기', 'start_idx': 13, 'end_idx': 14, 'entity_type': 'LOC'}",no_relation,이원재,"('부산', '경기')",no_relation,1
192,박근혜2_37,"최태민은 다른 목사에게 '박근혜와 나는 영의 세계 부부이지, 육신의 부부는 아니다'라고 말하기도 했다 한다.","{'word': '최태민', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '목사', 'start_idx': 8, 'end_idx': 9, 'entity_type': 'POH'}",no_relation,김별희,"('최태민', '목사')",per:title,5
193,문재인_132,"임종석 대통령비서실장 후임에는 노영민 주중국대사가, 한병도 정무수석 후임에는 강기정 전 더불어민주당 의원이, 윤영찬 국민소통수석 후임에는 윤도한 전 MBC 논설위원이 각각 내정되었다.","{'word': '윤도한', 'start_idx': 77, 'end_idx': 79, 'entity_type': 'PER'}","{'word': '전 MBC 논설위원', 'start_idx': 81, 'end_idx': 90, 'entity_type': 'POH'}",per:title,이원재,"('윤도한', '전 MBC 논설위원')",per:title,5
194,이승만3_334,"1948년 4월 25일 선출되지 않은 김구와 김규식은 남한 대표의 자격이 없으며, ""남북협상은 소련에게 이용당한 결과""라고 혹평했다.","{'word': '김구', 'start_idx': 21, 'end_idx': 22, 'entity_type': 'PER'}","{'word': '1948년 4월 25일', 'start_idx': 0, 'end_idx': 11, 'entity_type': 'DAT'}",no_relation,정준녕,"('김구', '1948년 4월 25일')",no_relation,1
195,문재인_172,2018년 4월 27일에는 1차 남북정상회담이 이루어지고 판문점 선언이 발표되었다.,"{'word': '판문점 선언', 'start_idx': 32, 'end_idx': 37, 'entity_type': 'POH'}","{'word': '2018년 4월 27일', 'start_idx': 0, 'end_idx': 11, 'entity_type': 'DAT'}",event/artifact:date,이원재,"('판문점 선언', '2018년 4월 27일')",event/artifact:date,9
196,이승만3_4,"1월 30일 안재홍, 조소앙, 조완구 등으로 비상국민회의 상임위원회가 구성되었다.","{'word': '안재홍', 'start_idx': 7, 'end_idx': 9, 'entity_type': 'PER'}","{'word': '비상국민회의 상임위원회', 'start_idx': 25, 'end_idx': 36, 'entity_type': 'ORG'}",per:employee_of,정준녕,"('안재홍', '비상국민회의 상임위원회')",per:employee_of,3
